Length,Width,Height
102.67,49.53,19.69
102.5,51.42,19.63
95.37,52.25,20.3124522890201
94.77,48.9779939838812,18.6
104.26,46.497796854794,19.46
105.18,49.39,20.36
97.35,48.05,20.22
97.23,48.26,19.51
99.17,53.54,20.25
107.69,48.18,19.4297899369711
100.851921260476,50.81,19.12
94.31,48.74,18.8
104.87,49.73,20.8109143502849
98.06,50.8810484763335,19.79
95.34,46.03,21.4928368276652
97.66,50.69,19.54
102.66,50.76,21.22
105.88,49.53,18.7999431785123
93.54,51.05,19.29
98.38,46.79,21.27
100.53,50,21.13
95.67,49.64,21.5035440241706
97.19,49.9,19.04
103,50.6322385621336,19.39
100.57,48.508467276464,19.98
92.52,49.04,19.92
107.05,49.507822865224,18.97
106.53,48.55,19.2
101.21,47.61,21.39
101.09,48.28,20.04
95.61,46.3,20.31
98.1290013925707,48.71,19.51
93.28,48.08,19.64
95.8663162870712,52.03,20.69
107.5,53.92,20.63
99.77,51.74,19.6
102.35,50.55,21.22
95.62,49.79,20.78
102.23,53.4264005510435,21.8364337899098
94.82,48.48,21.3
100.51,49.0408132083868,21.52
99.31,51.24,19.8
103.06,50.89,22.0768815448308
100.34,49.7150079822085,21.17
102.66,53.19,19.9828012186226
104.17,47.09,19.51
100.51,51.24,21.17
100.37,48.53,21.39
102.67,49.53,20.7523211334996
102.711300853726,46.31,18.39
95.57,51.02,19.7133892411355
105.54,48.57,20.95
101.53,46.05,18.2
96.09,48.1725857808647,18.2825686536739
99.45,46.21,18.51
102.67,49.53,19.69
102.5,47.85360582803,19.63
95.37,52.25,21.51
94.77,49.24,18.6
92.7187197531295,49.39,20.36
97.35,48.05,20.22
97.72,50.02,19.26
103.53,49.9599664168052,19.61
101.1,53.64,20.2
93.05,49.16,20.14
107.58,49.13,19.19
107.06,48.67,19.42
101.74,47.73,21.61
102.275314297191,48.4,20.26
100.910648466201,46.42,20.53
93.81,50.6635625023117,19.86
102.88,50.67,21.44
103.25,50.3776936326077,20.48
98.58,51.78,21.36
107.15,51.02,21.48
96.9292656178497,49.04,21.75
100.23,50.03,20.02
100.08,48.8,20.45
100.67,48.35,20.16
99.49,48.44,20.68
100.08,50.55,20.6300513085346
101.14,50.16,20.28
101.59,49.66,20.23
101.950685347704,48.99,20.32
104.935319898372,48.19,20.81
100.49,48.36,20.27
99.53,48.55,20.71
100.61,49.69,20.98
99.53,48.54,20.21
99.08,48.88,20.43
95.6885662923243,50.3408968885109,19.51
98.27,52.28,20.24
99.07,52.07,21.4859385064576
95.72,48.36,19.58
99.65,52.61,18.66
102.3,47.13,21.19
94.47,50.04,20.76
98.32,48.32,19.2140986331061
98.68,51.72,19.29
93.2422737103256,52.87,20.0879764260213
101.41,51.4,21.32
104.422481954239,50.53,18.9396974085105
94.52,51.11,21.5582135248088
102.7,47.06,21.06
98.62,49.5874759531158,19.75
101.05,50.61,20.8964001985822
97,51.93,18.61
100.5,51.879247195618,19
98.51,49.94,20.6
95.33,47.09,21.47
97.65,51.93,21.66
100.03,52.76,20.45
96.89,50.69,20.42
95.55,47.13,21.1
97.13,49.06,21.21
96.4,47.71,18.72
99.2948564761075,48.89,20.2
94.64,50.9481088236502,21.63
100.44,50.84,20.57
102.13,50.6163828032186,19.3
103.63,50.62,20.1752355997191
100.65,52.62,19.32
96.66,50.58,18.2815513624309
102.78,52.22,21.71
97.79,47.34,20.73
100.26,48.7280685090909,18.55
98.5751555323159,48.01,18.7
103.24,51.5,21.02
98.5662480269455,50.97,20.08
97.4032992398356,51.51,19.12
103.01,50.76,20.57
99.55,48.08,19.28
101.82,49.56,21.7
101.47,50.82,18.79
100.029948018703,48.4,19
99.1627255995614,51.11,21.8360127145236
101.12,47.64,21.4020085287355
96.46,48.73,19.36
99.98,52.6,20.36
94,52.64,19.68
102.19,49.57,19.19
99.4085766392097,51.09,20.48
96.92,49.5865307158105,18.56
100.436101746947,50.44,20.71
97.27,52.03,20.6216595970001
97.07,52.54,21.33
94.09,48.89,18.63
98.7,52.57,18.5919635530515
99.42,48.71,19.94
95.9,49.08,19.46
99.72,47.48,20.65
95.2,52.3829290899371,18.78
102.24,47.75,19.45
95.31,52.09,19.93
96.07,52.25,21.7269822105171
98.84,51.99,21.14
95.78,48.9320996730641,19.19
92.6679327128722,48,20.93
98.69,47.05,20.74
96.14,47.96,21.97
99.34,48.43,18.8042895283653
95.5681340835738,51.4,18.9
97.97,48.91,19.18
100.25,47.87,19.01
103.28,51.6469864989084,18.57
94.42,50.422194221519,20.8141999291601
96.41,48.91,21.24
95.82,48.23,20.02
96.74,50.7,21.66
103.68,48.9715982715424,20.19
102.73,52.35,19.03
103.06,51.33,20.31
99.9135993692757,48.45,20.91
100.76010096114,52.55,19.15
100.84,48.86,18.7539683433702
98.327490131507,50.02,19.9
97.09,51.34,21.38
98.93,52.66,21.13
102.7,49.0488151927319,21.371425659693
98.19,49.37,18.58
97.05,48.22,20.47
94.76,49.77,19.28
99.96,47.8,19.06
100.251301606285,52.74,19.44
98.1454774251646,47.24,19.3372720548974
97.63,52.96,21.08
97.85,47.6284265630983,19.04
99.07,48.91,20.17
98.38,50.7336076143973,20.7830433402028
94.29,50.49,20.0274871578199
95.9964570766195,50.08,20.12
99.69,50.98,19.6054940882506
100.59,47.46,20.0927192139773
103.02,52.04,20.43
101.31,50.2453469251343,21.53
98.86,47.46,18.64
103.54,47.85,20.01
99.46,51.89,19.77
97.98,50.05,21.39
96.0876657650704,52.13,20.78
98.2127861543269,47.6,21.39
95.7250610578171,52.2366053048963,19.87
98.77,49.23,21.15
99.95,51.93,19.75
97.1886112997065,48.97,21.65
99.72,49.44,19.97
96.3649389258772,52.92,19.56
95.02,50.35,20.2907146666398
103,48.59,18.91
102.69,47.55,19.99
97.04,51.01,20.69
99.13,50.81,19.51
98.08,50.29,21.91
103.38,47.05,21.0808510995279
99.76,50.37,18.6
96.38,51.29,19.79
95.15,49.77,18.81
103.74,50.23,19.03
95.75,52.17,20.67
101.95,50.22,18.78
103.46,51.16,20.79
94.81,47.79,18.99
101.85,49.87,20.97
102.1,52.19,18.62
98.03,47.68,20.2365440469409
98.36,51.88,21.84
101.53,47.35,20.63
102.68,52.8,21.2287820349388
94.1,50.48,21.02
102.433285953138,51.61,20.48
97.91,49.17,19.69
100.575407374953,48.1253552053578,19.35
100.84,52.46,20.85
102.06,52.35,19.09
96.17,49.11,21.93
94.47,51.05,18.78
97.18,47.98,21.2940329499634
95.85,47.31,21.07
98.7661543311643,48.3,19.17
96.61,50.2213753702422,20.57
101.33,48.47,20.42
94.19,52.43,18.87
101.38,47.03,20.15
102.34,47.06,20.21
97.87,50.65,21.6
102.87,49.9812142062619,21.11
102.43,53,18.88
97.3037866759182,49.6045179860856,20.99
96.81,47.56,21.36
101.53,47.96,21.56
96.2093018815387,47.55,19.69
