Length,Width,Height
102.67,49.53,19.69
102.5,51.42,19.63
95.37,52.25,20.1907472260727
94.77,50.4493253604901,18.6
104.26,50.0741790405612,19.46
105.18,49.39,20.36
97.35,48.05,20.22
97.23,48.26,19.51
99.17,53.54,20.25
107.69,48.18,20.5859612489669
103.423922974964,50.81,19.12
94.31,48.74,18.8
104.87,49.73,21.8502457602201
98.06,50.4567032524184,19.79
95.34,46.03,18.1311302544405
97.66,50.69,19.54
102.66,50.76,21.22
105.88,49.53,20.941563164118
93.54,51.05,19.29
98.38,46.79,21.27
100.53,50,21.13
95.67,49.64,20.6239917163895
97.19,49.9,19.04
103,49.4236705975175,19.39
100.57,47.4241624336459,19.98
92.52,49.04,19.92
107.05,51.172256227008,18.97
106.53,48.55,19.2
101.21,47.61,21.39
101.09,48.28,20.04
95.61,46.3,20.31
103.977792098368,48.71,19.51
93.28,48.08,19.64
97.6636573086662,52.03,20.69
107.5,53.92,20.63
99.77,51.74,19.6
102.35,50.55,21.22
95.62,49.79,20.78
102.23,49.3682315322016,20.5307967407573
94.82,48.48,21.3
100.51,50.735117439171,21.52
99.31,51.24,19.8
103.06,50.89,20.8172825119479
100.34,53.9859691909133,21.17
102.66,53.19,20.5502494177085
104.17,47.09,19.51
100.51,51.24,21.17
100.37,48.53,21.39
102.67,49.53,21.0729720837887
96.7223323211693,46.31,18.39
95.57,51.02,20.8136306371613
105.54,48.57,20.95
101.53,46.05,18.2
96.09,49.8806949694905,19.8990365022405
99.45,46.21,18.51
102.67,49.53,19.69
102.5,50.6593865418604,19.63
95.37,52.25,21.51
94.77,49.24,18.6
96.1705018058458,49.39,20.36
97.35,48.05,20.22
97.72,50.02,19.26
103.53,50.3707678672234,19.61
101.1,53.64,20.2
93.05,49.16,20.14
107.58,49.13,19.19
107.06,48.67,19.42
101.74,47.73,21.61
98.1054795898441,48.4,20.26
95.5102909950464,46.42,20.53
93.81,48.2767093260117,19.86
102.88,50.67,21.44
103.25,49.586853278555,20.48
98.58,51.78,21.36
107.15,51.02,21.48
96.7139005625751,49.04,21.75
100.23,50.03,20.02
100.08,48.8,20.45
100.67,48.35,20.16
99.49,48.44,20.68
100.08,50.55,21.501448818405
101.14,50.16,20.28
101.59,49.66,20.23
101.436967226062,48.99,20.32
104.69357726369,48.19,20.81
100.49,48.36,20.27
99.53,48.55,20.71
100.61,49.69,20.98
99.53,48.54,20.21
99.08,48.88,20.43
102.808851366041,50.5654884866038,19.51
98.27,52.28,20.24
99.07,52.07,20.9806912422518
95.72,48.36,19.58
99.65,52.61,18.66
102.3,47.13,21.19
94.47,50.04,20.76
98.32,48.32,20.4789628936684
98.68,51.72,19.29
99.5862156803733,52.87,20.1998479130715
101.41,51.4,21.32
103.431855831152,50.53,19.2355715928457
94.52,51.11,20.4182844505794
102.7,47.06,21.06
98.62,46.8814125793448,19.75
101.05,50.61,19.7385952718529
97,51.93,18.61
100.5,47.8114837264736,19
98.51,49.94,20.6
95.33,47.09,21.47
97.65,51.93,21.66
100.03,52.76,20.45
96.89,50.69,20.42
95.55,47.13,21.1
97.13,49.06,21.21
96.4,47.71,18.72
99.1703815677675,48.89,20.2
94.64,49.926939758113,21.63
100.44,50.84,20.57
102.13,51.2876256565415,19.3
103.63,50.62,19.6132896782367
100.65,52.62,19.32
96.66,50.58,20.4975547404936
102.78,52.22,21.71
97.79,47.34,20.73
100.26,49.0445189988155,18.55
97.4275171926376,48.01,18.7
103.24,51.5,21.02
98.4649785740222,50.97,20.08
100.289001334696,51.51,19.12
103.01,50.76,20.57
99.55,48.08,19.28
101.82,49.56,21.7
101.47,50.82,18.79
97.3342937492147,48.4,19
99.4740195641512,51.11,20.9054461203862
101.12,47.64,19.4393570894487
96.46,48.73,19.36
99.98,52.6,20.36
94,52.64,19.68
102.19,49.57,19.19
103.968950038507,51.09,20.48
96.92,49.1508683159504,18.56
98.288304950517,50.44,20.71
97.27,52.03,20.51400691758
97.07,52.54,21.33
94.09,48.89,18.63
98.7,52.57,21.2722357042531
99.42,48.71,19.94
95.9,49.08,19.46
99.72,47.48,20.65
95.2,49.9970557517868,18.78
102.24,47.75,19.45
95.31,52.09,19.93
96.07,52.25,20.3710292626421
98.84,51.99,21.14
95.78,48.775227111326,19.19
103.314605343287,48,20.93
98.69,47.05,20.74
96.14,47.96,21.97
99.34,48.43,20.8969135810179
99.826738944856,51.4,18.9
97.97,48.91,19.18
100.25,47.87,19.01
103.28,48.6580102426442,18.57
94.42,47.2266261182135,19.0731222516356
96.41,48.91,21.24
95.82,48.23,20.02
96.74,50.7,21.66
103.68,48.0120586993213,20.19
102.73,52.35,19.03
103.06,51.33,20.31
99.1924107561749,48.45,20.91
99.5499840216724,52.55,19.15
100.84,48.86,21.1177080455586
99.6763781215891,50.02,19.9
97.09,51.34,21.38
98.93,52.66,21.13
102.7,51.2625495378991,21.2648463539684
98.19,49.37,18.58
97.05,48.22,20.47
94.76,49.77,19.28
99.96,47.8,19.06
106.900612618921,52.74,19.44
98.8094224860422,47.24,19.7302369327367
97.63,52.96,21.08
97.85,49.0657820162648,19.04
99.07,48.91,20.17
98.38,48.528921273469,18.6664644814225
94.29,50.49,21.3075033183214
104.874197778124,50.08,20.12
99.69,50.98,19.6796944866252
100.59,47.46,19.3158875565416
103.02,52.04,20.43
101.31,50.5614897841788,21.53
98.86,47.46,18.64
103.54,47.85,20.01
99.46,51.89,19.77
97.98,50.05,21.39
101.253385992238,52.13,20.78
92.5968431384177,47.6,21.39
104.075901934594,47.0381559247426,19.87
98.77,49.23,21.15
99.95,51.93,19.75
100.55375937258,48.97,21.65
99.72,49.44,19.97
98.1676750648264,52.92,19.56
95.02,50.35,22.0847492056903
103,48.59,18.91
102.69,47.55,19.99
97.04,51.01,20.69
99.13,50.81,19.51
98.08,50.29,21.91
103.38,47.05,21.2185675373421
99.76,50.37,18.6
96.38,51.29,19.79
95.15,49.77,18.81
103.74,50.23,19.03
95.75,52.17,20.67
101.95,50.22,18.78
103.46,51.16,20.79
94.81,47.79,18.99
101.85,49.87,20.97
102.1,52.19,18.62
98.03,47.68,19.3797844403488
98.36,51.88,21.84
101.53,47.35,20.63
102.68,52.8,20.694814678777
94.1,50.48,21.02
98.7160990542809,51.61,20.48
97.91,49.17,19.69
95.8125802571462,48.3547383258695,19.35
100.84,52.46,20.85
102.06,52.35,19.09
96.17,49.11,21.93
94.47,51.05,18.78
97.18,47.98,20.7953240431278
95.85,47.31,21.07
99.1895329739175,48.3,19.17
96.61,49.6377844397211,20.57
101.33,48.47,20.42
94.19,52.43,18.87
101.38,47.03,20.15
102.34,47.06,20.21
97.87,50.65,21.6
102.87,49.5252630287596,21.11
102.43,53,18.88
98.5619393162997,49.8841881593611,20.99
96.81,47.56,21.36
101.53,47.96,21.56
99.102545169961,47.55,19.69
