Length,Width,Height
102.67,49.53,19.69
102.5,51.42,19.63
95.37,52.25,20.132980541214
94.77,49.683909639842,18.6
104.26,47.6789480773497,19.46
105.18,49.39,20.36
97.35,48.05,20.22
97.23,48.26,19.51
99.17,53.54,20.25
107.69,48.18,19.466659941448
106.169212027551,50.81,19.12
94.31,48.74,18.8
104.87,49.73,21.2140835206029
98.06,49.5395323902323,19.79
95.34,46.03,19.0527397002411
97.66,50.69,19.54
102.66,50.76,21.22
105.88,49.53,19.6788870540742
93.54,51.05,19.29
98.38,46.79,21.27
100.53,50,21.13
95.67,49.64,20.4157423435552
97.19,49.9,19.04
103,50.0194675569824,19.39
100.57,50.4940995273947,19.98
92.52,49.04,19.92
107.05,51.3771089151893,18.97
106.53,48.55,19.2
101.21,47.61,21.39
101.09,48.28,20.04
95.61,46.3,20.31
95.5000815084161,48.71,19.51
93.28,48.08,19.64
99.7338587424747,52.03,20.69
107.5,53.92,20.63
99.77,51.74,19.6
102.35,50.55,21.22
95.62,49.79,20.78
102.23,45.3418333456222,19.0648953226331
94.82,48.48,21.3
100.51,50.4539845712102,21.52
99.31,51.24,19.8
103.06,50.89,19.6822259880935
100.34,53.3112734804258,21.17
102.66,53.19,18.9790652276034
104.17,47.09,19.51
100.51,51.24,21.17
100.37,48.53,21.39
102.67,49.53,19.5587759087974
98.1998289610882,46.31,18.39
95.57,51.02,21.1153195408417
105.54,48.57,20.95
101.53,46.05,18.2
96.09,51.5254979487485,19.3783405838757
99.45,46.21,18.51
102.67,49.53,19.69
102.5,49.0879112829616,19.63
95.37,52.25,21.51
94.77,49.24,18.6
97.8562287563173,49.39,20.36
97.35,48.05,20.22
97.72,50.02,19.26
103.53,51.117524736603,19.61
101.1,53.64,20.2
93.05,49.16,20.14
107.58,49.13,19.19
107.06,48.67,19.42
101.74,47.73,21.61
98.076060981072,48.4,20.26
96.3120570550833,46.42,20.53
93.81,52.165541233156,19.86
102.88,50.67,21.44
103.25,50.9700865212605,20.48
98.58,51.78,21.36
107.15,51.02,21.48
102.353437741175,49.04,21.75
100.23,50.03,20.02
100.08,48.8,20.45
100.67,48.35,20.16
99.49,48.44,20.68
100.08,50.55,20.5519819419828
101.14,50.16,20.28
101.59,49.66,20.23
101.204039718043,48.99,20.32
101.21619244435,48.19,20.81
100.49,48.36,20.27
99.53,48.55,20.71
100.61,49.69,20.98
99.53,48.54,20.21
99.08,48.88,20.43
99.2930087636747,49.1120238080332,19.51
98.27,52.28,20.24
99.07,52.07,20.0198673296179
95.72,48.36,19.58
99.65,52.61,18.66
102.3,47.13,21.19
94.47,50.04,20.76
98.32,48.32,19.9915189755306
98.68,51.72,19.29
99.464873218826,52.87,19.9593155467104
101.41,51.4,21.32
102.74350601468,50.53,17.5518513675513
94.52,51.11,21.7602941835145
102.7,47.06,21.06
98.62,48.9242427038283,19.75
101.05,50.61,18.5213063340723
97,51.93,18.61
100.5,51.3082951563504,19
98.51,49.94,20.6
95.33,47.09,21.47
97.65,51.93,21.66
100.03,52.76,20.45
96.89,50.69,20.42
95.55,47.13,21.1
97.13,49.06,21.21
96.4,47.71,18.72
96.6562472608698,48.89,20.2
94.64,50.6420479892313,21.63
100.44,50.84,20.57
102.13,48.399976911734,19.3
103.63,50.62,21.8017149515343
100.65,52.62,19.32
96.66,50.58,19.5185428842972
102.78,52.22,21.71
97.79,47.34,20.73
100.26,47.6382893020934,18.55
97.9089626242442,48.01,18.7
103.24,51.5,21.02
96.8663454892852,50.97,20.08
102.591271253098,51.51,19.12
103.01,50.76,20.57
99.55,48.08,19.28
101.82,49.56,21.7
101.47,50.82,18.79
100.678462344939,48.4,19
103.161191261512,51.11,19.3752345526547
101.12,47.64,19.3457262332771
96.46,48.73,19.36
99.98,52.6,20.36
94,52.64,19.68
102.19,49.57,19.19
97.7159299805246,51.09,20.48
96.92,47.7005815769956,18.56
100.183975635461,50.44,20.71
97.27,52.03,19.4841176867834
97.07,52.54,21.33
94.09,48.89,18.63
98.7,52.57,18.8388842300614
99.42,48.71,19.94
95.9,49.08,19.46
99.72,47.48,20.65
95.2,50.1968754334454,18.78
102.24,47.75,19.45
95.31,52.09,19.93
96.07,52.25,20.5935515936795
98.84,51.99,21.14
95.78,50.1276739180538,19.19
98.3462656099993,48,20.93
98.69,47.05,20.74
96.14,47.96,21.97
99.34,48.43,20.7961872401874
101.283195991634,51.4,18.9
97.97,48.91,19.18
100.25,47.87,19.01
103.28,45.6819487397822,18.57
94.42,47.3243544777824,18.17305076949
96.41,48.91,21.24
95.82,48.23,20.02
96.74,50.7,21.66
103.68,49.0630044745052,20.19
102.73,52.35,19.03
103.06,51.33,20.31
102.833318607713,48.45,20.91
97.7366149462562,52.55,19.15
100.84,48.86,18.0539331118548
98.9092197169417,50.02,19.9
97.09,51.34,21.38
98.93,52.66,21.13
102.7,50.9548971995638,21.7428876948762
98.19,49.37,18.58
97.05,48.22,20.47
94.76,49.77,19.28
99.96,47.8,19.06
96.3630539092119,52.74,19.44
100.651265397496,47.24,20.5234873253726
97.63,52.96,21.08
97.85,50.7667768430679,19.04
99.07,48.91,20.17
98.38,48.9739224703801,21.4018222444901
94.29,50.49,18.167913528513
97.5122317432716,50.08,20.12
99.69,50.98,21.9362829005974
100.59,47.46,20.8065751908766
103.02,52.04,20.43
101.31,49.966027094787,21.53
98.86,47.46,18.64
103.54,47.85,20.01
99.46,51.89,19.77
97.98,50.05,21.39
104.910589636022,52.13,20.78
97.8462943480617,47.6,21.39
101.164489259131,51.3437956694253,19.87
98.77,49.23,21.15
99.95,51.93,19.75
95.4777377916329,48.97,21.65
99.72,49.44,19.97
97.5765903362444,52.92,19.56
95.02,50.35,20.693113900465
103,48.59,18.91
102.69,47.55,19.99
97.04,51.01,20.69
99.13,50.81,19.51
98.08,50.29,21.91
103.38,47.05,18.4692955839551
99.76,50.37,18.6
96.38,51.29,19.79
95.15,49.77,18.81
103.74,50.23,19.03
95.75,52.17,20.67
101.95,50.22,18.78
103.46,51.16,20.79
94.81,47.79,18.99
101.85,49.87,20.97
102.1,52.19,18.62
98.03,47.68,19.1808811833953
98.36,51.88,21.84
101.53,47.35,20.63
102.68,52.8,21.1438752462364
94.1,50.48,21.02
102.954070053171,51.61,20.48
97.91,49.17,19.69
103.030488377477,48.1026716934597,19.35
100.84,52.46,20.85
102.06,52.35,19.09
96.17,49.11,21.93
94.47,51.05,18.78
97.18,47.98,20.5215282084136
95.85,47.31,21.07
100.746363314338,48.3,19.17
96.61,45.2838706909109,20.57
101.33,48.47,20.42
94.19,52.43,18.87
101.38,47.03,20.15
102.34,47.06,20.21
97.87,50.65,21.6
102.87,49.6843945554606,21.11
102.43,53,18.88
99.5091104206067,48.0512649839788,20.99
96.81,47.56,21.36
101.53,47.96,21.56
102.637490943263,47.55,19.69
100.99,52.4,19.8540877481698
